RDMA MTP: Optimizing for 256 threads
[client req_send] t=266432220 ns reqId=2000004 size=17B client_node_id=2
[client rdma_recv] t=266432644 ns reqId=5000002 size=921608B client_node_id=5
[server req_recv] t=266434428 ns reqId=2000004 size=17B client_node_id=2
[client req_send] t=266435144 ns reqId=5000004 size=17B client_node_id=5
[client rdma_recv] t=266435616 ns reqId=3000002 size=921608B client_node_id=3
[server req_recv] t=266437352 ns reqId=5000004 size=17B client_node_id=5
[client req_send] t=266438116 ns reqId=3000004 size=17B client_node_id=3
[server req_recv] t=266440324 ns reqId=3000004 size=17B client_node_id=3
[client rdma_recv] t=266445436 ns reqId=6000001 size=921608B client_node_id=6
[client req_send] t=266447936 ns reqId=6000003 size=17B client_node_id=6
[client rdma_recv] t=266448408 ns reqId=8000001 size=921608B client_node_id=8
[client req_send] t=266450908 ns reqId=8000003 size=17B client_node_id=8
[server req_recv] t=266451248 ns reqId=6000003 size=17B client_node_id=6
[client rdma_recv] t=266451380 ns reqId=10000001 size=921608B client_node_id=10
[client req_send] t=266453880 ns reqId=10000003 size=17B client_node_id=10
[server req_recv] t=266454220 ns reqId=8000003 size=17B client_node_id=8
[client rdma_recv] t=266454352 ns reqId=7000001 size=921608B client_node_id=7
[client req_send] t=266456852 ns reqId=7000003 size=17B client_node_id=7
[server req_recv] t=266457192 ns reqId=10000003 size=17B client_node_id=10
[client rdma_recv] t=266457324 ns reqId=9000001 size=921608B client_node_id=9
[client req_send] t=266459824 ns reqId=9000003 size=17B client_node_id=9
[server req_recv] t=266460164 ns reqId=7000003 size=17B client_node_id=7
[client rdma_recv] t=266460296 ns reqId=11000001 size=921608B client_node_id=11
[client req_send] t=266462796 ns reqId=11000003 size=17B client_node_id=11
[server req_recv] t=266463136 ns reqId=9000003 size=17B client_node_id=9
[client rdma_recv] t=266463268 ns reqId=6000002 size=921608B client_node_id=6
[client req_send] t=266465768 ns reqId=6000004 size=17B client_node_id=6
[server req_recv] t=266466108 ns reqId=11000003 size=17B client_node_id=11
[client rdma_recv] t=266466192 ns reqId=8000002 size=921608B client_node_id=8
[client req_send] t=266468692 ns reqId=8000004 size=17B client_node_id=8
[server req_recv] t=266469080 ns reqId=6000004 size=17B client_node_id=6
[client rdma_recv] t=266469116 ns reqId=10000002 size=921608B client_node_id=10
[client req_send] t=266471616 ns reqId=10000004 size=17B client_node_id=10
[server req_recv] t=266472004 ns reqId=8000004 size=17B client_node_id=8
[client rdma_recv] t=266472088 ns reqId=7000002 size=921608B client_node_id=7
[client req_send] t=266474588 ns reqId=7000004 size=17B client_node_id=7
[server req_recv] t=266474928 ns reqId=10000004 size=17B client_node_id=10
[client rdma_recv] t=266475060 ns reqId=9000002 size=921608B client_node_id=9
[client req_send] t=266477560 ns reqId=9000004 size=17B client_node_id=9
[server req_recv] t=266477900 ns reqId=7000004 size=17B client_node_id=7
[client rdma_recv] t=266478032 ns reqId=11000002 size=921608B client_node_id=11
[client req_send] t=266480532 ns reqId=11000004 size=17B client_node_id=11
[server req_recv] t=266480872 ns reqId=9000004 size=17B client_node_id=9
[server req_recv] t=266483844 ns reqId=11000004 size=17B client_node_id=11
[server resp_send] t=516405912 ns reqId=4000003 size=41B client_node_id=4
[client resp_recv] t=516407054 ns reqId=4000003 size=41B client_node_id=4
[client hand_send] t=516407054 ns reqId=4000003 size=10B client_node_id=4
[server hand_recv] t=516408196 ns reqId=4000003 size=10B client_node_id=4
[server resp_send] t=516408836 ns reqId=4000004 size=41B client_node_id=4
[client resp_recv] t=516409978 ns reqId=4000004 size=41B client_node_id=4
[client hand_send] t=516409978 ns reqId=4000004 size=10B client_node_id=4
[server hand_recv] t=516411120 ns reqId=4000004 size=10B client_node_id=4
[server resp_send] t=516419712 ns reqId=1000003 size=41B client_node_id=1
[client resp_recv] t=516421996 ns reqId=1000003 size=41B client_node_id=1
[client hand_send] t=516421996 ns reqId=1000003 size=10B client_node_id=1
[server resp_send] t=516422636 ns reqId=2000003 size=41B client_node_id=2
[server hand_recv] t=516424234 ns reqId=1000003 size=10B client_node_id=1
[client resp_recv] t=516424920 ns reqId=2000003 size=41B client_node_id=2
[client hand_send] t=516424920 ns reqId=2000003 size=10B client_node_id=2
[server resp_send] t=516425608 ns reqId=5000003 size=41B client_node_id=5
[server hand_recv] t=516427158 ns reqId=2000003 size=10B client_node_id=2
[client resp_recv] t=516427892 ns reqId=5000003 size=41B client_node_id=5
[client hand_send] t=516427892 ns reqId=5000003 size=10B client_node_id=5
[server resp_send] t=516428580 ns reqId=3000003 size=41B client_node_id=3
[server hand_recv] t=516430130 ns reqId=5000003 size=10B client_node_id=5
[client resp_recv] t=516430864 ns reqId=3000003 size=41B client_node_id=3
[client hand_send] t=516430864 ns reqId=3000003 size=10B client_node_id=3
[server resp_send] t=516431504 ns reqId=1000004 size=41B client_node_id=1
[server hand_recv] t=516433102 ns reqId=3000003 size=10B client_node_id=3
[client resp_recv] t=516433788 ns reqId=1000004 size=41B client_node_id=1
[client hand_send] t=516433788 ns reqId=1000004 size=10B client_node_id=1
[server resp_send] t=516434428 ns reqId=2000004 size=41B client_node_id=2
[server hand_recv] t=516436026 ns reqId=1000004 size=10B client_node_id=1
[client resp_recv] t=516436712 ns reqId=2000004 size=41B client_node_id=2
[client hand_send] t=516436712 ns reqId=2000004 size=10B client_node_id=2
[server resp_send] t=516437352 ns reqId=5000004 size=41B client_node_id=5
[server hand_recv] t=516438950 ns reqId=2000004 size=10B client_node_id=2
[client resp_recv] t=516439636 ns reqId=5000004 size=41B client_node_id=5
[client hand_send] t=516439636 ns reqId=5000004 size=10B client_node_id=5
[server resp_send] t=516440324 ns reqId=3000004 size=41B client_node_id=3
[server hand_recv] t=516441874 ns reqId=5000004 size=10B client_node_id=5
[client resp_recv] t=516442608 ns reqId=3000004 size=41B client_node_id=3
[client hand_send] t=516442608 ns reqId=3000004 size=10B client_node_id=3
[server hand_recv] t=516444846 ns reqId=3000004 size=10B client_node_id=3
[server resp_send] t=516451248 ns reqId=6000003 size=41B client_node_id=6
[server resp_send] t=516454220 ns reqId=8000003 size=41B client_node_id=8
[client resp_recv] t=516454674 ns reqId=6000003 size=41B client_node_id=6
[client hand_send] t=516454674 ns reqId=6000003 size=10B client_node_id=6
[server resp_send] t=516457192 ns reqId=10000003 size=41B client_node_id=10
[client resp_recv] t=516457646 ns reqId=8000003 size=41B client_node_id=8
[client hand_send] t=516457646 ns reqId=8000003 size=10B client_node_id=8
[server hand_recv] t=516458008 ns reqId=6000003 size=10B client_node_id=6
[server resp_send] t=516460164 ns reqId=7000003 size=41B client_node_id=7
[client resp_recv] t=516460618 ns reqId=10000003 size=41B client_node_id=10
[client hand_send] t=516460618 ns reqId=10000003 size=10B client_node_id=10
[server hand_recv] t=516460980 ns reqId=8000003 size=10B client_node_id=8
[server resp_send] t=516463136 ns reqId=9000003 size=41B client_node_id=9
[client resp_recv] t=516463590 ns reqId=7000003 size=41B client_node_id=7
[client hand_send] t=516463590 ns reqId=7000003 size=10B client_node_id=7
[server hand_recv] t=516463952 ns reqId=10000003 size=10B client_node_id=10
[server resp_send] t=516466108 ns reqId=11000003 size=41B client_node_id=11
[client resp_recv] t=516466562 ns reqId=9000003 size=41B client_node_id=9
[client hand_send] t=516466562 ns reqId=9000003 size=10B client_node_id=9
[server hand_recv] t=516466924 ns reqId=7000003 size=10B client_node_id=7
[server resp_send] t=516469080 ns reqId=6000004 size=41B client_node_id=6
[client resp_recv] t=516469534 ns reqId=11000003 size=41B client_node_id=11
[client hand_send] t=516469534 ns reqId=11000003 size=10B client_node_id=11
[server hand_recv] t=516469896 ns reqId=9000003 size=10B client_node_id=9
[server resp_send] t=516472004 ns reqId=8000004 size=41B client_node_id=8
[client resp_recv] t=516472506 ns reqId=6000004 size=41B client_node_id=6
[client hand_send] t=516472506 ns reqId=6000004 size=10B client_node_id=6
[server hand_recv] t=516472868 ns reqId=11000003 size=10B client_node_id=11
[server resp_send] t=516474928 ns reqId=10000004 size=41B client_node_id=10
[client resp_recv] t=516475430 ns reqId=8000004 size=41B client_node_id=8
[client hand_send] t=516475430 ns reqId=8000004 size=10B client_node_id=8
[server hand_recv] t=516475840 ns reqId=6000004 size=10B client_node_id=6
[server resp_send] t=516477900 ns reqId=7000004 size=41B client_node_id=7
[client resp_recv] t=516478354 ns reqId=10000004 size=41B client_node_id=10
[client hand_send] t=516478354 ns reqId=10000004 size=10B client_node_id=10
[server hand_recv] t=516478764 ns reqId=8000004 size=10B client_node_id=8
[server resp_send] t=516480872 ns reqId=9000004 size=41B client_node_id=9
[client resp_recv] t=516481326 ns reqId=7000004 size=41B client_node_id=7
[client hand_send] t=516481326 ns reqId=7000004 size=10B client_node_id=7
[server hand_recv] t=516481688 ns reqId=10000004 size=10B client_node_id=10
[server resp_send] t=516483844 ns reqId=11000004 size=41B client_node_id=11
[client resp_recv] t=516484298 ns reqId=9000004 size=41B client_node_id=9
[client hand_send] t=516484298 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=516484660 ns reqId=7000004 size=10B client_node_id=7
[client resp_recv] t=516487270 ns reqId=11000004 size=41B client_node_id=11
[client hand_send] t=516487270 ns reqId=11000004 size=10B client_node_id=11
[server hand_recv] t=516487632 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=516490604 ns reqId=11000004 size=10B client_node_id=11
[server rdma_send] t=516558196 ns reqId=4000003 size=921608B client_node_id=4
[server rdma_send] t=516561120 ns reqId=4000004 size=921608B client_node_id=4
[server rdma_send] t=516574234 ns reqId=1000003 size=921608B client_node_id=1
[server rdma_send] t=516577158 ns reqId=2000003 size=921608B client_node_id=2
[server rdma_send] t=516580130 ns reqId=5000003 size=921608B client_node_id=5
[server rdma_send] t=516583102 ns reqId=3000003 size=921608B client_node_id=3
[server rdma_send] t=516586026 ns reqId=1000004 size=921608B client_node_id=1
[server rdma_send] t=516588950 ns reqId=2000004 size=921608B client_node_id=2
[server rdma_send] t=516591874 ns reqId=5000004 size=921608B client_node_id=5
[server rdma_send] t=516594846 ns reqId=3000004 size=921608B client_node_id=3
[server rdma_send] t=516608008 ns reqId=6000003 size=921608B client_node_id=6
[server rdma_send] t=516610980 ns reqId=8000003 size=921608B client_node_id=8
[server rdma_send] t=516613952 ns reqId=10000003 size=921608B client_node_id=10
[server rdma_send] t=516616924 ns reqId=7000003 size=921608B client_node_id=7
[server rdma_send] t=516619896 ns reqId=9000003 size=921608B client_node_id=9
[server rdma_send] t=516622868 ns reqId=11000003 size=921608B client_node_id=11
[server rdma_send] t=516625840 ns reqId=6000004 size=921608B client_node_id=6
[server rdma_send] t=516628764 ns reqId=8000004 size=921608B client_node_id=8
[server rdma_send] t=516631688 ns reqId=10000004 size=921608B client_node_id=10
[server rdma_send] t=516634660 ns reqId=7000004 size=921608B client_node_id=7
[server rdma_send] t=516637632 ns reqId=9000004 size=921608B client_node_id=9
[server rdma_send] t=516640604 ns reqId=11000004 size=921608B client_node_id=11
[client rdma_recv] t=532662356 ns reqId=4000003 size=921608B client_node_id=4
[client req_send] t=532664856 ns reqId=4000005 size=17B client_node_id=4
[client rdma_recv] t=532665280 ns reqId=4000004 size=921608B client_node_id=4
[server req_recv] t=532665960 ns reqId=4000005 size=17B client_node_id=4
[client req_send] t=532667780 ns reqId=4000006 size=17B client_node_id=4
[server req_recv] t=532668884 ns reqId=4000006 size=17B client_node_id=4
[client rdma_recv] t=532824222 ns reqId=1000003 size=921608B client_node_id=1
[client req_send] t=532826722 ns reqId=1000005 size=17B client_node_id=1
[client rdma_recv] t=532827146 ns reqId=2000003 size=921608B client_node_id=2
[server req_recv] t=532828930 ns reqId=1000005 size=17B client_node_id=1
[client req_send] t=532829646 ns reqId=2000005 size=17B client_node_id=2
[client rdma_recv] t=532830070 ns reqId=5000003 size=921608B client_node_id=5
[server req_recv] t=532831854 ns reqId=2000005 size=17B client_node_id=2
[client req_send] t=532832570 ns reqId=5000005 size=17B client_node_id=5
[client rdma_recv] t=532832994 ns reqId=3000003 size=921608B client_node_id=3
[server req_recv] t=532834778 ns reqId=5000005 size=17B client_node_id=5
[client req_send] t=532835494 ns reqId=3000005 size=17B client_node_id=3
[client rdma_recv] t=532835918 ns reqId=1000004 size=921608B client_node_id=1
[server req_recv] t=532837702 ns reqId=3000005 size=17B client_node_id=3
[client req_send] t=532838418 ns reqId=1000006 size=17B client_node_id=1
[client rdma_recv] t=532838842 ns reqId=2000004 size=921608B client_node_id=2
[server req_recv] t=532840626 ns reqId=1000006 size=17B client_node_id=1
[client req_send] t=532841342 ns reqId=2000006 size=17B client_node_id=2
[client rdma_recv] t=532841766 ns reqId=5000004 size=921608B client_node_id=5
[server req_recv] t=532843550 ns reqId=2000006 size=17B client_node_id=2
[client req_send] t=532844266 ns reqId=5000006 size=17B client_node_id=5
[client rdma_recv] t=532844690 ns reqId=3000004 size=921608B client_node_id=3
[server req_recv] t=532846474 ns reqId=5000006 size=17B client_node_id=5
[client req_send] t=532847190 ns reqId=3000006 size=17B client_node_id=3
[server req_recv] t=532849398 ns reqId=3000006 size=17B client_node_id=3
[client rdma_recv] t=532854510 ns reqId=6000003 size=921608B client_node_id=6
[client req_send] t=532857010 ns reqId=6000005 size=17B client_node_id=6
[client rdma_recv] t=532857482 ns reqId=8000003 size=921608B client_node_id=8
[client req_send] t=532859982 ns reqId=8000005 size=17B client_node_id=8
[server req_recv] t=532860322 ns reqId=6000005 size=17B client_node_id=6
[client rdma_recv] t=532860454 ns reqId=10000003 size=921608B client_node_id=10
[client req_send] t=532862954 ns reqId=10000005 size=17B client_node_id=10
[server req_recv] t=532863294 ns reqId=8000005 size=17B client_node_id=8
[client rdma_recv] t=532863426 ns reqId=7000003 size=921608B client_node_id=7
[client req_send] t=532865926 ns reqId=7000005 size=17B client_node_id=7
[server req_recv] t=532866266 ns reqId=10000005 size=17B client_node_id=10
[client rdma_recv] t=532866398 ns reqId=9000003 size=921608B client_node_id=9
[client req_send] t=532868898 ns reqId=9000005 size=17B client_node_id=9
[server req_recv] t=532869238 ns reqId=7000005 size=17B client_node_id=7
[client rdma_recv] t=532869370 ns reqId=11000003 size=921608B client_node_id=11
[client req_send] t=532871870 ns reqId=11000005 size=17B client_node_id=11
[server req_recv] t=532872210 ns reqId=9000005 size=17B client_node_id=9
[client rdma_recv] t=532872342 ns reqId=6000004 size=921608B client_node_id=6
[client req_send] t=532874842 ns reqId=6000006 size=17B client_node_id=6
[server req_recv] t=532875182 ns reqId=11000005 size=17B client_node_id=11
[client rdma_recv] t=532875314 ns reqId=8000004 size=921608B client_node_id=8
[client req_send] t=532877814 ns reqId=8000006 size=17B client_node_id=8
[server req_recv] t=532878154 ns reqId=6000006 size=17B client_node_id=6
[client rdma_recv] t=532878238 ns reqId=10000004 size=921608B client_node_id=10
[client req_send] t=532880738 ns reqId=10000006 size=17B client_node_id=10
[server req_recv] t=532881126 ns reqId=8000006 size=17B client_node_id=8
[client rdma_recv] t=532881162 ns reqId=7000004 size=921608B client_node_id=7
[client req_send] t=532883662 ns reqId=7000006 size=17B client_node_id=7
[server req_recv] t=532884050 ns reqId=10000006 size=17B client_node_id=10
[client rdma_recv] t=532884086 ns reqId=9000004 size=921608B client_node_id=9
[client req_send] t=532886586 ns reqId=9000006 size=17B client_node_id=9
[server req_recv] t=532886974 ns reqId=7000006 size=17B client_node_id=7
[client rdma_recv] t=532887058 ns reqId=11000004 size=921608B client_node_id=11
